render,id,label,Level,L1,L2,L3,L4,L5,L6,,N1,N2,N3,N4,N5,N6,Angle,Radius,horiz,vert,hpos,ypos,hpos,ypos,Num,Num,parent,subparent,kind,classes,scale,oooOpacity,oookind,ooosymbol,ooox,oooy,ooow,oooh,labelParams,sssOpacity,ssskind,ssssymbol,sssstack,sssx,sssy,sssw,sssh,xxxOpacity,xxxkind,xxxsymbol,xxxstack,xxxx,xxxy,xxxw,xxxh,xxxLabel,xxxLabelParams,vvvOpacity,vvvkind,vvvsymbol,vvvstack,vvvx,vvvy,vvvw,vvvh,vvvLabel,vvvLabelParams,unoa,unob,linestyle,startKind,endKind,startOffsetX,startOffsetY,endOffsetX,endOffsetY,routing,,,,,,,
X,n2-1-1,D13,3,2,1,1,,,,,8,4,3,,,,-133.125,640,-591.666666666667,0,1264.13,417.05,408.333333333333,1000,,,C5,,node,,1,1,symbol,OpenCircle,1264.13,417.05,35,35,1 1264.13 417.05 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1264.13,417.05,59.5,59.5,0.55,ellipse,3vvv,,1264.13,417.05,35,35,,,1,ellipse,3vvv,,1264.13,417.05,35,35,,,,,,,,,,,,,,,,,,,
X,n2-1-1-1,E37,4,2,1,1,1,,,,8,4,3,3,,,-134.375,740,-597.222222222222,0,1290.63,319.46,402.777777777778,1000,,,D13,,node,,1,1,symbol,OpenCircle,1290.63,319.46,12,12,0 1290.63 319.46 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1290.63,319.46,20.4,20.4,0.55,ellipse,4vvv,,1290.63,319.46,12,12,,,1,ellipse,4vvv,,1290.63,319.46,12,12,,,,,,,,,,,,,,,,,,,
X,n2-1-1-2,E38,4,2,1,1,2,,,,8,4,3,3,,,-133.125,740,-591.666666666667,0,1305.4,325.96,408.333333333333,1000,,,D13,,node,,1,1,symbol,OpenCircle,1305.4,325.96,12,12,0 1305.4 325.96 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1305.4,325.96,20.4,20.4,0.55,ellipse,4vvv,,1305.4,325.96,12,12,,,1,ellipse,4vvv,,1305.4,325.96,12,12,,,,,,,,,,,,,,,,,,,
X,n2-1-1-3,E39,4,2,1,1,3,,,,8,4,3,3,,,-131.875,740,-586.111111111111,0,1320.03,332.78,413.888888888889,1000,,,D13,,node,,1,1,symbol,OpenCircle,1320.03,332.78,12,12,0 1320.03 332.78 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1320.03,332.78,20.4,20.4,0.55,ellipse,4vvv,,1320.03,332.78,12,12,,,1,ellipse,4vvv,,1320.03,332.78,12,12,,,,,,,,,,,,,,,,,,,
X,n2-1-2,D14,3,2,1,2,,,,,8,4,3,,,,-129.375,640,-575,0,1301.69,435.57,425,1000,,,C5,,node,,1,1,symbol,OpenCircle,1301.69,435.57,35,35,1 1301.69 435.57 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1301.69,435.57,59.5,59.5,0.55,ellipse,3vvv,,1301.69,435.57,35,35,,,1,ellipse,3vvv,,1301.69,435.57,35,35,,,,,,,,,,,,,,,,,,,
X,n2-1-2-1,E40,4,2,1,2,1,,,,8,4,3,3,,,-130.625,740,-580.555555555556,0,1334.51,339.92,419.444444444444,1000,,,D14,,node,,1,1,symbol,OpenCircle,1334.51,339.92,12,12,0 1334.51 339.92 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1334.51,339.92,20.4,20.4,0.55,ellipse,4vvv,,1334.51,339.92,12,12,,,1,ellipse,4vvv,,1334.51,339.92,12,12,,,,,,,,,,,,,,,,,,,
X,n2-1-2-2,E41,4,2,1,2,2,,,,8,4,3,3,,,-129.375,740,-575,0,1348.83,347.38,425,1000,,,D14,,node,,1,1,symbol,OpenCircle,1348.83,347.38,12,12,0 1348.83 347.38 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1348.83,347.38,20.4,20.4,0.55,ellipse,4vvv,,1348.83,347.38,12,12,,,1,ellipse,4vvv,,1348.83,347.38,12,12,,,,,,,,,,,,,,,,,,,
X,n2-1-2-3,E42,4,2,1,2,3,,,,8,4,3,3,,,-128.125,740,-569.444444444444,0,1362.99,355.14,430.555555555556,1000,,,D14,,node,,1,1,symbol,OpenCircle,1362.99,355.14,12,12,0 1362.99 355.14 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1362.99,355.14,20.4,20.4,0.55,ellipse,4vvv,,1362.99,355.14,12,12,,,1,ellipse,4vvv,,1362.99,355.14,12,12,,,,,,,,,,,,,,,,,,,
X,n2-1-3,D15,3,2,1,3,,,,,8,4,3,,,,-125.625,640,-558.333333333333,0,1337.96,456.51,441.666666666667,1000,,,C5,,node,,1,1,symbol,OpenCircle,1337.96,456.51,35,35,1 1337.96 456.51 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1337.96,456.51,59.5,59.5,0.55,ellipse,3vvv,,1337.96,456.51,35,35,,,1,ellipse,3vvv,,1337.96,456.51,35,35,,,,,,,,,,,,,,,,,,,
X,n2-1-3-1,E43,4,2,1,3,1,,,,8,4,3,3,,,-126.875,740,-563.888888888889,0,1376.97,363.22,436.111111111111,1000,,,D15,,node,,1,1,symbol,OpenCircle,1376.97,363.22,12,12,0 1376.97 363.22 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1376.97,363.22,20.4,20.4,0.55,ellipse,4vvv,,1376.97,363.22,12,12,,,1,ellipse,4vvv,,1376.97,363.22,12,12,,,,,,,,,,,,,,,,,,,
X,n2-1-3-2,E44,4,2,1,3,2,,,,8,4,3,3,,,-125.625,740,-558.333333333333,0,1390.77,371.59,441.666666666667,1000,,,D15,,node,,1,1,symbol,OpenCircle,1390.77,371.59,12,12,0 1390.77 371.59 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1390.77,371.59,20.4,20.4,0.55,ellipse,4vvv,,1390.77,371.59,12,12,,,1,ellipse,4vvv,,1390.77,371.59,12,12,,,,,,,,,,,,,,,,,,,
X,n2-1-3-3,E45,4,2,1,3,3,,,,8,4,3,3,,,-124.375,740,-552.777777777778,0,1404.39,380.26,447.222222222222,1000,,,D15,,node,,1,1,symbol,OpenCircle,1404.39,380.26,12,12,0 1404.39 380.26 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1404.39,380.26,20.4,20.4,0.55,ellipse,4vvv,,1404.39,380.26,12,12,,,1,ellipse,4vvv,,1404.39,380.26,12,12,,,,,,,,,,,,,,,,,,,
X,n2-2,C6,2,2,2,,,,,,8,4,,,,,-118.125,500,-525,0,1317.2,613.49,475,1000,,,E36,,node,,1,1,symbol,OpenCircle,1317.2,613.49,60,60,1 1317.2 613.49 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,1317.2,613.49,102,102,0.55,ellipse,2vvv,,1317.2,613.49,60,60,,,1,ellipse,2vvv,,1317.2,613.49,60,60,,,,,,,,,,,,,,,,,,,
X,n2-2-1,D16,3,2,2,1,,,,,8,4,3,,,,-121.875,640,-541.666666666667,0,1372.79,479.78,458.333333333333,1000,,,C6,,node,,1,1,symbol,OpenCircle,1372.79,479.78,35,35,1 1372.79 479.78 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1372.79,479.78,59.5,59.5,0.55,ellipse,3vvv,,1372.79,479.78,35,35,,,1,ellipse,3vvv,,1372.79,479.78,35,35,,,,,,,,,,,,,,,,,,,
X,n2-2-1-1,E46,4,2,2,1,1,,,,8,4,3,3,,,-123.125,740,-547.222222222222,0,1417.81,389.23,452.777777777778,1000,,,D16,,node,,1,1,symbol,OpenCircle,1417.81,389.23,12,12,0 1417.81 389.23 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1417.81,389.23,20.4,20.4,0.55,ellipse,4vvv,,1417.81,389.23,12,12,,,1,ellipse,4vvv,,1417.81,389.23,12,12,,,,,,,,,,,,,,,,,,,
X,n2-2-1-2,E47,4,2,2,1,2,,,,8,4,3,3,,,-121.875,740,-541.666666666667,0,1431.03,398.49,458.333333333333,1000,,,D16,,node,,1,1,symbol,OpenCircle,1431.03,398.49,12,12,0 1431.03 398.49 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1431.03,398.49,20.4,20.4,0.55,ellipse,4vvv,,1431.03,398.49,12,12,,,1,ellipse,4vvv,,1431.03,398.49,12,12,,,,,,,,,,,,,,,,,,,
X,n2-2-1-3,E48,4,2,2,1,3,,,,8,4,3,3,,,-120.625,740,-536.111111111111,0,1444.05,408.04,463.888888888889,1000,,,D16,,node,,1,1,symbol,OpenCircle,1444.05,408.04,12,12,0 1444.05 408.04 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1444.05,408.04,20.4,20.4,0.55,ellipse,4vvv,,1444.05,408.04,12,12,,,1,ellipse,4vvv,,1444.05,408.04,12,12,,,,,,,,,,,,,,,,,,,
X,n2-2-2,D17,3,2,2,2,,,,,8,4,3,,,,-118.125,640,-525,0,1406.01,505.27,475,1000,,,C6,,node,,1,1,symbol,OpenCircle,1406.01,505.27,35,35,1 1406.01 505.27 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1406.01,505.27,59.5,59.5,0.55,ellipse,3vvv,,1406.01,505.27,35,35,,,1,ellipse,3vvv,,1406.01,505.27,35,35,,,,,,,,,,,,,,,,,,,
X,n2-2-2-1,E49,4,2,2,2,1,,,,8,4,3,3,,,-119.375,740,-530.555555555556,0,1456.86,417.87,469.444444444444,1000,,,D17,,node,,1,1,symbol,OpenCircle,1456.86,417.87,12,12,0 1456.86 417.87 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1456.86,417.87,20.4,20.4,0.55,ellipse,4vvv,,1456.86,417.87,12,12,,,1,ellipse,4vvv,,1456.86,417.87,12,12,,,,,,,,,,,,,,,,,,,
X,n2-2-2-2,E50,4,2,2,2,2,,,,8,4,3,3,,,-118.125,740,-525,0,1469.45,427.97,475,1000,,,D17,,node,,1,1,symbol,OpenCircle,1469.45,427.97,12,12,0 1469.45 427.97 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1469.45,427.97,20.4,20.4,0.55,ellipse,4vvv,,1469.45,427.97,12,12,,,1,ellipse,4vvv,,1469.45,427.97,12,12,,,,,,,,,,,,,,,,,,,
X,n2-2-2-3,E51,4,2,2,2,3,,,,8,4,3,3,,,-116.875,740,-519.444444444444,0,1481.82,438.35,480.555555555556,1000,,,D17,,node,,1,1,symbol,OpenCircle,1481.82,438.35,12,12,0 1481.82 438.35 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1481.82,438.35,20.4,20.4,0.55,ellipse,4vvv,,1481.82,438.35,12,12,,,1,ellipse,4vvv,,1481.82,438.35,12,12,,,,,,,,,,,,,,,,,,,
X,n2-2-3,D18,3,2,2,3,,,,,8,4,3,,,,-114.375,640,-508.333333333333,0,1437.5,532.89,491.666666666667,1000,,,C6,,node,,1,1,symbol,OpenCircle,1437.5,532.89,35,35,1 1437.5 532.89 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1437.5,532.89,59.5,59.5,0.55,ellipse,3vvv,,1437.5,532.89,35,35,,,1,ellipse,3vvv,,1437.5,532.89,35,35,,,,,,,,,,,,,,,,,,,
X,n2-2-3-1,E52,4,2,2,3,1,,,,8,4,3,3,,,-115.625,740,-513.888888888889,0,1493.96,448.99,486.111111111111,1000,,,D18,,node,,1,1,symbol,OpenCircle,1493.96,448.99,12,12,0 1493.96 448.99 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1493.96,448.99,20.4,20.4,0.55,ellipse,4vvv,,1493.96,448.99,12,12,,,1,ellipse,4vvv,,1493.96,448.99,12,12,,,,,,,,,,,,,,,,,,,
X,n2-2-3-2,E53,4,2,2,3,2,,,,8,4,3,3,,,-114.375,740,-508.333333333333,0,1505.86,459.9,491.666666666667,1000,,,D18,,node,,1,1,symbol,OpenCircle,1505.86,459.9,12,12,0 1505.86 459.9 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1505.86,459.9,20.4,20.4,0.55,ellipse,4vvv,,1505.86,459.9,12,12,,,1,ellipse,4vvv,,1505.86,459.9,12,12,,,,,,,,,,,,,,,,,,,
X,n2-2-3-3,E54,4,2,2,3,3,,,,8,4,3,3,,,-113.125,740,-502.777777777778,0,1517.52,471.06,497.222222222222,1000,,,D18,,node,,1,1,symbol,OpenCircle,1517.52,471.06,12,12,0 1517.52 471.06 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1517.52,471.06,20.4,20.4,0.55,ellipse,4vvv,,1517.52,471.06,12,12,,,1,ellipse,4vvv,,1517.52,471.06,12,12,,,,,,,,,,,,,,,,,,,
X,n2-3,C7,2,2,3,,,,,,8,4,,,,,-106.875,500,-475,0,1386.51,682.8,525,1000,,,E36,,node,,1,1,symbol,OpenCircle,1386.51,682.8,60,60,1 1386.51 682.8 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,1386.51,682.8,102,102,0.55,ellipse,2vvv,,1386.51,682.8,60,60,,,1,ellipse,2vvv,,1386.51,682.8,60,60,,,,,,,,,,,,,,,,,,,
X,n2-3-1,D19,3,2,3,1,,,,,8,4,3,,,,-110.625,640,-491.666666666667,0,1467.11,562.5,508.333333333333,1000,,,C7,,node,,1,1,symbol,OpenCircle,1467.11,562.5,35,35,1 1467.11 562.5 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1467.11,562.5,59.5,59.5,0.55,ellipse,3vvv,,1467.11,562.5,35,35,,,1,ellipse,3vvv,,1467.11,562.5,35,35,,,,,,,,,,,,,,,,,,,
X,n2-3-1-1,E55,4,2,3,1,1,,,,8,4,3,3,,,-111.875,740,-497.222222222222,0,1528.94,482.48,502.777777777778,1000,,,D19,,node,,1,1,symbol,OpenCircle,1528.94,482.48,12,12,0 1528.94 482.48 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1528.94,482.48,20.4,20.4,0.55,ellipse,4vvv,,1528.94,482.48,12,12,,,1,ellipse,4vvv,,1528.94,482.48,12,12,,,,,,,,,,,,,,,,,,,
X,n2-3-1-2,E56,4,2,3,1,2,,,,8,4,3,3,,,-110.625,740,-491.666666666667,0,1540.1,494.14,508.333333333333,1000,,,D19,,node,,1,1,symbol,OpenCircle,1540.1,494.14,12,12,0 1540.1 494.14 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1540.1,494.14,20.4,20.4,0.55,ellipse,4vvv,,1540.1,494.14,12,12,,,1,ellipse,4vvv,,1540.1,494.14,12,12,,,,,,,,,,,,,,,,,,,
X,n2-3-1-3,E57,4,2,3,1,3,,,,8,4,3,3,,,-109.375,740,-486.111111111111,0,1551.01,506.04,513.888888888889,1000,,,D19,,node,,1,1,symbol,OpenCircle,1551.01,506.04,12,12,0 1551.01 506.04 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1551.01,506.04,20.4,20.4,0.55,ellipse,4vvv,,1551.01,506.04,12,12,,,1,ellipse,4vvv,,1551.01,506.04,12,12,,,,,,,,,,,,,,,,,,,
X,n2-3-2,D20,3,2,3,2,,,,,8,4,3,,,,-106.875,640,-475,0,1494.73,593.99,525,1000,,,C7,,node,,1,1,symbol,OpenCircle,1494.73,593.99,35,35,1 1494.73 593.99 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1494.73,593.99,59.5,59.5,0.55,ellipse,3vvv,,1494.73,593.99,35,35,,,1,ellipse,3vvv,,1494.73,593.99,35,35,,,,,,,,,,,,,,,,,,,
X,n2-3-2-1,E58,4,2,3,2,1,,,,8,4,3,3,,,-108.125,740,-480.555555555556,0,1561.65,518.18,519.444444444444,1000,,,D20,,node,,1,1,symbol,OpenCircle,1561.65,518.18,12,12,0 1561.65 518.18 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1561.65,518.18,20.4,20.4,0.55,ellipse,4vvv,,1561.65,518.18,12,12,,,1,ellipse,4vvv,,1561.65,518.18,12,12,,,,,,,,,,,,,,,,,,,
X,n2-3-2-2,E59,4,2,3,2,2,,,,8,4,3,3,,,-106.875,740,-475,0,1572.03,530.55,525,1000,,,D20,,node,,1,1,symbol,OpenCircle,1572.03,530.55,12,12,0 1572.03 530.55 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1572.03,530.55,20.4,20.4,0.55,ellipse,4vvv,,1572.03,530.55,12,12,,,1,ellipse,4vvv,,1572.03,530.55,12,12,,,,,,,,,,,,,,,,,,,
X,n2-3-2-3,E60,4,2,3,2,3,,,,8,4,3,3,,,-105.625,740,-469.444444444444,0,1582.13,543.14,530.555555555556,1000,,,D20,,node,,1,1,symbol,OpenCircle,1582.13,543.14,12,12,0 1582.13 543.14 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1582.13,543.14,20.4,20.4,0.55,ellipse,4vvv,,1582.13,543.14,12,12,,,1,ellipse,4vvv,,1582.13,543.14,12,12,,,,,,,,,,,,,,,,,,,
X,n2-3-3,D21,3,2,3,3,,,,,8,4,3,,,,-103.125,640,-458.333333333333,0,1520.22,627.21,541.666666666667,1000,,,C7,,node,,1,1,symbol,OpenCircle,1520.22,627.21,35,35,1 1520.22 627.21 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1520.22,627.21,59.5,59.5,0.55,ellipse,3vvv,,1520.22,627.21,35,35,,,1,ellipse,3vvv,,1520.22,627.21,35,35,,,,,,,,,,,,,,,,,,,
X,n2-3-3-1,E61,4,2,3,3,1,,,,8,4,3,3,,,-104.375,740,-463.888888888889,0,1591.96,555.95,536.111111111111,1000,,,D21,,node,,1,1,symbol,OpenCircle,1591.96,555.95,12,12,0 1591.96 555.95 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1591.96,555.95,20.4,20.4,0.55,ellipse,4vvv,,1591.96,555.95,12,12,,,1,ellipse,4vvv,,1591.96,555.95,12,12,,,,,,,,,,,,,,,,,,,
X,n2-3-3-2,E62,4,2,3,3,2,,,,8,4,3,3,,,-103.125,740,-458.333333333333,0,1601.51,568.97,541.666666666667,1000,,,D21,,node,,1,1,symbol,OpenCircle,1601.51,568.97,12,12,0 1601.51 568.97 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1601.51,568.97,20.4,20.4,0.55,ellipse,4vvv,,1601.51,568.97,12,12,,,1,ellipse,4vvv,,1601.51,568.97,12,12,,,,,,,,,,,,,,,,,,,
X,n2-3-3-3,E63,4,2,3,3,3,,,,8,4,3,3,,,-101.875,740,-452.777777777778,0,1610.77,582.19,547.222222222222,1000,,,D21,,node,,1,1,symbol,OpenCircle,1610.77,582.19,12,12,0 1610.77 582.19 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1610.77,582.19,20.4,20.4,0.55,ellipse,4vvv,,1610.77,582.19,12,12,,,1,ellipse,4vvv,,1610.77,582.19,12,12,,,,,,,,,,,,,,,,,,,
X,n2-4,C8,2,2,4,,,,,,8,4,,,,,-95.625,500,-425,0,1440.96,764.3,575,1000,,,E36,,node,,1,1,symbol,OpenCircle,1440.96,764.3,60,60,1 1440.96 764.3 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,1440.96,764.3,102,102,0.55,ellipse,2vvv,,1440.96,764.3,60,60,,,1,ellipse,2vvv,,1440.96,764.3,60,60,,,,,,,,,,,,,,,,,,,
X,n2-4-1,D22,3,2,4,1,,,,,8,4,3,,,,-99.375,640,-441.666666666667,0,1543.49,662.04,558.333333333333,1000,,,C8,,node,,1,1,symbol,OpenCircle,1543.49,662.04,35,35,1 1543.49 662.04 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1543.49,662.04,59.5,59.5,0.55,ellipse,3vvv,,1543.49,662.04,35,35,,,1,ellipse,3vvv,,1543.49,662.04,35,35,,,,,,,,,,,,,,,,,,,
X,n2-4-1-1,E64,4,2,4,1,1,,,,8,4,3,3,,,-100.625,740,-447.222222222222,0,1619.74,595.61,552.777777777778,1000,,,D22,,node,,1,1,symbol,OpenCircle,1619.74,595.61,12,12,0 1619.74 595.61 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1619.74,595.61,20.4,20.4,0.55,ellipse,4vvv,,1619.74,595.61,12,12,,,1,ellipse,4vvv,,1619.74,595.61,12,12,,,,,,,,,,,,,,,,,,,
X,n2-4-1-2,E65,4,2,4,1,2,,,,8,4,3,3,,,-99.375,740,-441.666666666667,0,1628.41,609.23,558.333333333333,1000,,,D22,,node,,1,1,symbol,OpenCircle,1628.41,609.23,12,12,0 1628.41 609.23 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1628.41,609.23,20.4,20.4,0.55,ellipse,4vvv,,1628.41,609.23,12,12,,,1,ellipse,4vvv,,1628.41,609.23,12,12,,,,,,,,,,,,,,,,,,,
X,n2-4-1-3,E66,4,2,4,1,3,,,,8,4,3,3,,,-98.125,740,-436.111111111111,0,1636.78,623.03,563.888888888889,1000,,,D22,,node,,1,1,symbol,OpenCircle,1636.78,623.03,12,12,0 1636.78 623.03 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1636.78,623.03,20.4,20.4,0.55,ellipse,4vvv,,1636.78,623.03,12,12,,,1,ellipse,4vvv,,1636.78,623.03,12,12,,,,,,,,,,,,,,,,,,,
X,n2-4-2,D23,3,2,4,2,,,,,8,4,3,,,,-95.625,640,-425,0,1564.43,698.31,575,1000,,,C8,,node,,1,1,symbol,OpenCircle,1564.43,698.31,35,35,1 1564.43 698.31 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1564.43,698.31,59.5,59.5,0.55,ellipse,3vvv,,1564.43,698.31,35,35,,,1,ellipse,3vvv,,1564.43,698.31,35,35,,,,,,,,,,,,,,,,,,,
X,n2-4-2-1,E67,4,2,4,2,1,,,,8,4,3,3,,,-96.875,740,-430.555555555556,0,1644.86,637.01,569.444444444444,1000,,,D23,,node,,1,1,symbol,OpenCircle,1644.86,637.01,12,12,0 1644.86 637.01 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1644.86,637.01,20.4,20.4,0.55,ellipse,4vvv,,1644.86,637.01,12,12,,,1,ellipse,4vvv,,1644.86,637.01,12,12,,,,,,,,,,,,,,,,,,,
X,n2-4-2-2,E68,4,2,4,2,2,,,,8,4,3,3,,,-95.625,740,-425,0,1652.62,651.17,575,1000,,,D23,,node,,1,1,symbol,OpenCircle,1652.62,651.17,12,12,0 1652.62 651.17 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1652.62,651.17,20.4,20.4,0.55,ellipse,4vvv,,1652.62,651.17,12,12,,,1,ellipse,4vvv,,1652.62,651.17,12,12,,,,,,,,,,,,,,,,,,,
X,n2-4-2-3,E69,4,2,4,2,3,,,,8,4,3,3,,,-94.375,740,-419.444444444444,0,1660.08,665.49,580.555555555556,1000,,,D23,,node,,1,1,symbol,OpenCircle,1660.08,665.49,12,12,0 1660.08 665.49 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1660.08,665.49,20.4,20.4,0.55,ellipse,4vvv,,1660.08,665.49,12,12,,,1,ellipse,4vvv,,1660.08,665.49,12,12,,,,,,,,,,,,,,,,,,,
X,n2-4-3,D24,3,2,4,3,,,,,8,4,3,,,,-91.875,640,-408.333333333333,0,1582.95,735.87,591.666666666667,1000,,,C8,,node,,1,1,symbol,OpenCircle,1582.95,735.87,35,35,1 1582.95 735.87 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1582.95,735.87,59.5,59.5,0.55,ellipse,3vvv,,1582.95,735.87,35,35,,,1,ellipse,3vvv,,1582.95,735.87,35,35,,,,,,,,,,,,,,,,,,,
X,n2-4-3-1,E70,4,2,4,3,1,,,,8,4,3,3,,,-93.125,740,-413.888888888889,0,1667.22,679.97,586.111111111111,1000,,,D24,,node,,1,1,symbol,OpenCircle,1667.22,679.97,12,12,0 1667.22 679.97 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1667.22,679.97,20.4,20.4,0.55,ellipse,4vvv,,1667.22,679.97,12,12,,,1,ellipse,4vvv,,1667.22,679.97,12,12,,,,,,,,,,,,,,,,,,,
X,n2-4-3-2,E71,4,2,4,3,2,,,,8,4,3,3,,,-91.875,740,-408.333333333333,0,1674.04,694.6,591.666666666667,1000,,,D24,,node,,1,1,symbol,OpenCircle,1674.04,694.6,12,12,0 1674.04 694.6 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1674.04,694.6,20.4,20.4,0.55,ellipse,4vvv,,1674.04,694.6,12,12,,,1,ellipse,4vvv,,1674.04,694.6,12,12,,,,,,,,,,,,,,,,,,,
X,n2-4-3-3,E72,4,2,4,3,3,,,,8,4,3,3,,,-90.625,740,-402.777777777778,0,1680.54,709.37,597.222222222222,1000,,,D24,,node,,1,1,symbol,OpenCircle,1680.54,709.37,12,12,0 1680.54 709.37 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1680.54,709.37,20.4,20.4,0.55,ellipse,4vvv,,1680.54,709.37,12,12,,,1,ellipse,4vvv,,1680.54,709.37,12,12,,,,,,,,,,,,,,,,,,,
X,n3,B3,1,3,,,,,,,8,,,,,,-67.5,260,-300,0,1260,1000,700,1000,,,A,,node,,1,1,symbol,OpenCircle,1260,1000,95,95,1 1260 1000 0 0 0 0 VCThingLabel 36 ,0.1,0,1vvv,,1260,1000,161.5,161.5,0.55,ellipse,1vvv,,1260,1000,95,95,,,1,ellipse,1vvv,,1260,1000,95,95,,,,,,,,,,,,,,,,,,,
X,n3-1,C9,2,3,1,,,,,,8,4,,,,,-84.375,500,-375,0,1478.47,854.86,625,1000,,,E72,,node,,1,1,symbol,OpenCircle,1478.47,854.86,60,60,1 1478.47 854.86 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,1478.47,854.86,102,102,0.55,ellipse,2vvv,,1478.47,854.86,60,60,,,1,ellipse,2vvv,,1478.47,854.86,60,60,,,,,,,,,,,,,,,,,,,
X,n3-1-1,D25,3,3,1,1,,,,,8,4,3,,,,-88.125,640,-391.666666666667,0,1598.98,774.56,608.333333333333,1000,,,C9,,node,,1,1,symbol,OpenCircle,1598.98,774.56,35,35,1 1598.98 774.56 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,1598.98,774.56,59.5,59.5,0.55,ellipse,3vvv,,1598.98,774.56,35,35,,,1,ellipse,3vvv,,1598.98,774.56,35,35,,,,,,,,,,,,,,,,,,,
X,n3-1-1-1,E73,4,3,1,1,1,,,,8,4,3,3,,,-89.375,740,-397.222222222222,0,1686.72,724.29,602.777777777778,1000,,,D25,,node,,1,1,symbol,OpenCircle,1686.72,724.29,12,12,0 1686.72 724.29 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1686.72,724.29,20.4,20.4,0.55,ellipse,4vvv,,1686.72,724.29,12,12,,,1,ellipse,4vvv,,1686.72,724.29,12,12,,,,,,,,,,,,,,,,,,,
X,n3-1-1-2,E74,4,3,1,1,2,,,,8,4,3,3,,,-88.125,740,-391.666666666667,0,1692.57,739.33,608.333333333333,1000,,,D25,,node,,1,1,symbol,OpenCircle,1692.57,739.33,12,12,0 1692.57 739.33 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1692.57,739.33,20.4,20.4,0.55,ellipse,4vvv,,1692.57,739.33,12,12,,,1,ellipse,4vvv,,1692.57,739.33,12,12,,,,,,,,,,,,,,,,,,,
X,n3-1-1-3,E75,4,3,1,1,3,,,,8,4,3,3,,,-86.875,740,-386.111111111111,0,1698.09,754.51,613.888888888889,1000,,,D25,,node,,1,1,symbol,OpenCircle,1698.09,754.51,12,12,0 1698.09 754.51 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,1698.09,754.51,20.4,20.4,0.55,ellipse,4vvv,,1698.09,754.51,12,12,,,1,ellipse,4vvv,,1698.09,754.51,12,12,,,,,,,,,,,,,,,,,,,
